company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
MOTHERSON,,Mar 2016,90.35,,,70.0,,83.57,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2017,76.26,,,70.0,,74.17,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2018,72.87,,,70.0,,71.91,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2019,69.14,,,70.0,,69.43,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2020,61.49,,,70.0,,64.33,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2021,62.49,,,85.0,,69.99,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MOTHERSON,,Mar 2022,55.74,,,85.0,,65.49,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
MOTHERSON,,Mar 2023,57.44,,,85.0,,66.63,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
MOTHERSON,,Mar 2024,61.55,,,85.0,,69.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2013,62.5,,,85.0,,70.0,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2014,58.93,,,85.0,,67.62,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2015,49.01,,,85.0,,61.01,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2016,57.65,,,85.0,,66.77,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2017,47.3,,,85.0,,59.87,Moderate,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2018,74.5,,,85.0,,78.0,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2019,73.28,,,85.0,,77.19,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2020,38.79,,,85.0,,54.19,Moderate,Weak profitability with declining margins; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2021,76.28,,,85.0,,79.19,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2022,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2023,49.48,,,85.0,,61.32,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NAUKRI,,Mar 2024,51.97,,,85.0,,62.98,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2013,97.17,,,85.0,,93.11,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2014,91.77,,,85.0,,89.51,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2015,69.99,,,85.0,,74.99,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2016,80.5,,,85.0,,82.0,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2017,85.82,,,85.0,,85.55,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2018,93.75,,,85.0,,90.83,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2019,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2020,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2021,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2022,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Dec 2023,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NESTLEIND,,Mar 2024,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2013,59.64,,,85.0,,68.09,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2014,55.78,,,85.0,,65.52,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2015,59.1,,,85.0,,67.73,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2016,57.47,,,85.0,,66.65,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2017,61.99,,,85.0,,69.66,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2018,59.27,,,85.0,,67.85,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2019,59.21,,,85.0,,67.81,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2020,60.66,,,85.0,,68.77,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2021,60.89,,,85.0,,68.93,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2022,60.81,,,85.0,,68.87,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2023,61.53,,,85.0,,69.35,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NHPC,,Mar 2024,60.41,,,85.0,,68.61,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NTPC,,Mar 2013,65.49,,,85.0,,71.99,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NTPC,,Mar 2014,63.06,,,85.0,,70.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
NTPC,,Mar 2015,62.17,,,70.0,,64.78,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2016,61.77,,,70.0,,64.51,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2017,60.95,,,70.0,,63.97,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2018,60.14,,,70.0,,63.43,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2019,62.6,,,70.0,,65.07,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2020,60.02,,,70.0,,63.35,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2021,61.9,,,70.0,,64.6,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2022,62.53,,,70.0,,65.02,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2023,61.65,,,70.0,,64.43,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
NTPC,,Mar 2024,63.27,,,70.0,,65.51,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
ONGC,,Mar 2013,65.73,,,85.0,,72.15,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2014,65.49,,,85.0,,71.99,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2015,59.81,,,85.0,,68.21,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2016,56.62,,,85.0,,66.08,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2017,65.01,,,85.0,,71.67,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2018,62.78,,,85.0,,70.19,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2019,65.64,,,85.0,,72.09,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ONGC,,Mar 2020,55.59,,,85.0,,65.39,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
